id,title,year,venue,authors
journals/sigmod/Gaffney96, Illustra's Web DataBlade Module,1996,SIGMOD Record,John Gaffney
conf/sigmod/SeshadriLR94, Sequence Query Processing,1994,SIGMOD Conference,Raghu Ramakrishnan  Miron Livny  Praveen Seshadri
conf/vldb/Jacobs97, Innovation in Database Management: Computer Science vs. Engineering,1997,VLDB,Kenneth R. Jacobs
conf/sigmod/RamaswamyK95, OODB Indexing by Class-Division,1995,SIGMOD Conference,Sridhar Ramaswamy  Paris C. Kanellakis
conf/vldb/Carey00, Toto  We're Not in Kansas Anymore: On Transitioning from Research to the Real (Invited Industrial Talk),2000,VLDB,Michael J. Carey
journals/sigmod/Vassilakis00, An Optimisation Scheme for Coalesce/Valid Time Selection Operator Sequences,2000,SIGMOD Record,Costas Vassilakis
conf/vldb/AgrawalCN00, Automated Selection of Materialized Views and Indexes in SQL Databases,2000,VLDB,Surajit Chaudhuri  Sanjay Agrawal  Vivek R. Narasayya
conf/vldb/ChienTZ01, Efficient Management of Multiversion Documents by Object Referencing,2001,VLDB,Vassilis J. Tsotras  Carlo Zaniolo  Shu-Yao Chien
conf/vldb/KahveciS01, Efficient Index Structures for String Databases,2001,VLDB,Tamer Kahveci  Ambuj K. Singh
conf/sigmod/Han96, Data Mining Techniques,1996,SIGMOD Conference,Jiawei Han
journals/sigmod/RamanathanH97, Extraction of Object-Oriented Structures from Existing Relational Databases,1997,SIGMOD Record,Julia E. Hodges  Shekar Ramanathan
conf/vldb/ChenHWW02, Multi-Dimensional Regression Analysis of Time-Series Data Streams,2002,VLDB,Benjamin W. Wah  Yixin Chen  Jianyong Wang  Guozhu Dong  Jiawei Han
conf/sigmod/2000, Proceedings of the 2000 ACM SIGMOD International Conference on Management of Data  May 16-18  2000  Dallas  Texas  USA,2000,SIGMOD Conference,?
journals/sigmod/Ioannidis96, Dynamic Information Visualization,1996,SIGMOD Record,Yannis E. Ioannidis
conf/vldb/JagatheesanMPW03, Grid Data Management Systems & Services,2003,VLDB,Reagan Moore  Arun Jagatheesan  Paul Watson  Norman W. Paton
journals/sigmod/LeeC00, Comparative Analysis of Six XML Schema Languages,2000,SIGMOD Record,Dongwon Lee  Wesley W. Chu
conf/vldb/Guting94, GraphDB: Modeling and Querying Graphs in Databases,1994,VLDB,Ralf Hartmut G�ting
journals/sigmod/GrayG97, The Five-Minute Rule Ten Years Later  and Other Computer Storage Rules of Thumb,1997,SIGMOD Record,Jim Gray  Goetz Graefe
conf/vldb/LahiriSCMC01, Cache Fusion: Extending Shared-Disk Clusters with Shared Caches,2001,VLDB,Tirthankar Lahiri  N. MacNaughton  Sashikanth Chandrasekaran  Wilson Chan  Vinay Srihari
journals/sigmod/KramerNKRLKLZ97, WWW-UDK: A Web-based Environmental Meta-Information System,1997,SIGMOD Record,Rudolf Legat  Arne Koschel  Andree Keitel  Ralf Kramer  Claudia Rolker  Ralf Nikolai  Peter C. Lockemann  Konrad Zirm
journals/tods/LechtenborgerV03, On the computation of relational view complements,2003,ACM Trans. Database Syst.,Gottfried Vossen  Jens Lechtenb�rger
journals/vldb/HuntAI02, Database indexing for large DNA and protein sequence collections,2002,VLDB J.,Robert W. Irving  Malcolm P. Atkinson  Ela Hunt
conf/vldb/DeutschT03, MARS: A System for Publishing XML from Mixed and Redundant Storage,2003,VLDB,Alin Deutsch  Val Tannen
conf/vldb/JagadishNSSK97, Incremental Organization for Data Recording and Warehousing,1997,VLDB,S. Sudarshan  P. P. S. Narayan  Rama Kanneganti  H. V. Jagadish  S. Seshadri
journals/sigmod/Mani03, Understanding the semantics of sensor data,2003,SIGMOD Record,Murali Mani
journals/sigmod/TanK03, Power efficient data gathering and aggregation in wireless sensor networks,2003,SIGMOD Record,Ibrahim Korpeoglu  H�seyin �zg�r Tan
journals/sigmod/Hammer03, Treasurer's Message,2003,SIGMOD Record,Joachim Hammer
conf/sigmod/BrinkhoffKSS94, Multi-Step Processing of Spatial Joins,1994,SIGMOD Conference,Ralf Schneider  Thomas Brinkhoff  Bernhard Seeger  Hans-Peter Kriegel
journals/vldb/NguSHL01, Combining multi-visual features for efficient indexing in a large image database,2001,VLDB J.,Quan Z. Sheng  Anne H. H. Ngu  Ron Lei  Du Q. Huynh
journals/sigmod/FreemanG96, Lifestreams: A Storage Model for Personal Data,1996,SIGMOD Record,Eric Freeman  David Gelernter
journals/vldb/Li03, Computing complete answers to queries in the presence of limited access patterns,2003,VLDB J.,Chen Li
journals/sigmod/LeveneP02, Report on the Web Dynamics Workshop at WWW 2002,2002,SIGMOD Record,Alexandra Poulovassilis  Mark Levene
conf/sigmod/HanFHCC94, DBLearn: A System Prototype for Knowledge Discovery in Relational Databases,1994,SIGMOD Conference,Yue Huang  Yandong Cai  Yongjian Fu  Nick Cercone  Jiawei Han
journals/tods/KonopnickiS98, Information Gathering in the World-Wide Web: The W3QL Query Language and the W3QS System,1998,ACM Trans. Database Syst.,David Konopnicki  Oded Shmueli
conf/vldb/HsuLOMTX02, Advanced Database Technologies in a Diabetic Healthcare System,2002,VLDB,Chenyi Xia  Wynne Hsu  Keng Lik Teo  Mong-Li Lee  Beng Chin Ooi  Pranab Kumar Mohanty
conf/sigmod/WaasG00, Counting  Enumerating  and Sampling of Execution Plans in a Cost-Based Query Optimizer,2000,SIGMOD Conference,C�sar A. Galindo-Legaria  Florian Waas
conf/sigmod/WilschutFA95, Parallel Evaluation of Multi-Join Queries,1995,SIGMOD Conference,Jan Flokstra  Annita N. Wilschut  Peter M. G. Apers
conf/sigmod/RiedelFGN00, Data Mining on an OLTP System (Nearly) for Free,2000,SIGMOD Conference,Erik Riedel  Gregory R. Ganger  David Nagle  Christos Faloutsos
conf/vldb/SrinivasaK03, A Platform Based on the Multi-dimensional Data Model for Analysis of Bio-Molecular Structures,2003,VLDB,Srinath Srinivasa  Sujit Kumar
journals/sigmod/DomenigD99, An Overview and Classification of Mediated Query Systems,1999,SIGMOD Record,Klaus R. Dittrich  Ruxandra Domenig
conf/vldb/ChakrabartiM00, Local Dimensionality Reduction: A New Approach to Indexing High Dimensional Spaces,2000,VLDB,Kaushik Chakrabarti  Sharad Mehrotra
journals/sigmod/Cingil02, Supporting Global User Profiles Through Trusted Authorities,2002,SIGMOD Record,Ibrahim Cingil
journals/sigmod/Anonymous96, MQSeries and CICS Link for Lotus Notes,1996,SIGMOD Record,?
conf/vldb/CareyKRLABFLOPQRSSUVWY01, The Propel Distributed Services Platform,2001,VLDB,Runping Qi  Kuan Yee  Brian Sterling  Nicolas Adiba  Michael J. Carey  David Rieber  Steve Kirsch  Michael Blow  John C. Shafer  Rajendra Panwar  Daniela Florescu  Mary Roth  Dan Wineman  David Li  Bert Van der Linden  Brian Vickery  Ivan Oprencak  Tolga Urhan
journals/sigmod/BoulosO99, Cost Estimation of User-Defined Methods in Object-Relational Database Systems,1999,SIGMOD Record,Kinji Ono  Jihad Boulos
journals/tods/Revesz98, Safe Query Languages for Constraint Databases,1998,ACM Trans. Database Syst.,Peter Z. Revesz
conf/sigmod/CranorJSS03, Gigascope: A Stream Database for Network Applications,2003,SIGMOD Conference,Theodore Johnson  Charles D. Cranor  Oliver Spatscheck  Vladislav Shkapenyuk
conf/vldb/SizovGT03, From Focused Crawling to Expert Information: an Application Framework for Web Exploration and Portal Generation,2003,VLDB,Martin Theobald  Sergej Sizov  Jens Graupmann
journals/vldb/Han98, Optimizing Relational Queries in Connection Hypergraphs: Nested Queries  Views  and Binding Propagations,1998,VLDB J.,Jia Liang Han
conf/sigmod/UrhanFA98, Cost Based Query Scrambling for Initial Delays,1998,SIGMOD Conference,Tolga Urhan  Michael J. Franklin  Laurent Amsaleg
conf/vldb/JohnsonM98, Performance Measurements of Tertiary Storage Devices,1998,VLDB,Ethan L. Miller  Theodore Johnson
conf/vldb/BalminHKPSW03, A System for Keyword Proximity Search on XML Databases,2003,VLDB,Tianqiu Wang  Yannis Papakonstantinou  Nick Koudas  Vagelis Hristidis  Andrey Balmin  Divesh Srivastava
conf/vldb/MeccaCM01, RoadRunner: Towards Automatic Data Extraction from Large Web Sites,2001,VLDB,Giansalvatore Mecca  Valter Crescenzi  Paolo Merialdo
journals/sigmod/Camps02, From Ternary Relationship to Relational Tables: A Case Against Common Beliefs,2002,SIGMOD Record,Rafael Camps
conf/sigmod/BabuGR01, SPARTAN: A Model-Based Semantic Compression System for Massive Data Tables,2001,SIGMOD Conference,Shivnath Babu  Rajeev Rastogi  Minos N. Garofalakis
conf/sigmod/HuangSW94, Data Replication for Mobile Computers,1994,SIGMOD Conference,A. Prasad Sistla  Ouri Wolfson  Yixiu Huang
conf/sigmod/WattezCBFF00, Benchmarking Queries over Trees: Learning the Hard Truth the Hard Way,2000,SIGMOD Conference,Sophie Cluet  Fanny Wattez  V�ronique Benzaken  Guy Ferran  Christian Fiegel
conf/sigmod/GillmannWW02, Workflow management with service quality guarantees,2002,SIGMOD Conference,Wolfgang Wonner  Gerhard Weikum  Michael Gillmann
conf/vldb/Duranti01, The Long-Term Preservation of Authentic Electronic Records,2001,VLDB,Luciana Duranti
conf/sigmod/Epstein95, Keynote Address,1995,SIGMOD Conference,Robert S. Epstein
conf/vldb/Madnick95, From VLDB to VMLDB (Very MANY Large Data Bases): Dealing with Large-Scale Semantic Heterogenity,1995,VLDB,Stuart E. Madnick
conf/sigmod/ChandrasekaranCDFHHKMRS03, TelegraphCQ: Continuous Dataflow Processing,2003,SIGMOD Conference,Mehul A. Shah  Wei Hong  Sirish Chandrasekaran  Samuel Madden  Sailesh Krishnamurthy  Amol Deshpande  Frederick Reiss  Owen Cooper  Joseph M. Hellerstein  Michael J. Franklin
conf/vldb/PedersenJD00, The TreeScape System: Reuse of Pre-Computed Aggregates over Irregular OLAP Hierarchies,2000,VLDB,Curtis E. Dyreson  Torben Bach Pedersen  Christian S. Jensen
conf/vldb/GaoS03, Temporal Slicing in the Evaluation of XML Queries,2003,VLDB,Richard T. Snodgrass  Dengfeng Gao
journals/sigmod/FlorescuLM98, Database Techniques for the World-Wide Web: A Survey,1998,SIGMOD Record,Daniela Florescu  Alberto O. Mendelzon  Alon Y. Levy
conf/vldb/DiligentiCLGG00, Focused Crawling Using Context Graphs,2000,VLDB,Frans Coetzee  Steve Lawrence  Michelangelo Diligenti  Marco Gori  C. Lee Giles
conf/sigmod/ChakrabartiM99, Efficient Concurrency Control in Multidimensional Access Methods,1999,SIGMOD Conference,Sharad Mehrotra  Kaushik Chakrabarti
conf/sigmod/ThomasDM95, Design and Implementation of Advanced Knowledge Processing in the KDMS KRISYS (Demonstration Description),1995,SIGMOD Conference,Stefan De�loch  Joachim Thomas  Nelson Mendon�a Mattos
conf/vldb/BhattacharjeePMLCH03, Efficient Query Processing for Multi-Dimensionally Clustered Tables in DB2,2003,VLDB,Matthew Huras  Leslie Cranston  Bishwaranjan Bhattacharjee  Sriram Padmanabhan  Timothy Malkemus  Tony Lai
journals/sigmod/Vianu03, A Web odyssey: from codd to XML,2003,SIGMOD Record,Victor Vianu
conf/sigmod/BreunigKNS00, LOF: Identifying Density-Based Local Outliers,2000,SIGMOD Conference,Hans-Peter Kriegel  Raymond T. Ng  Markus M. Breunig  J�rg Sander
conf/sigmod/OlstonW02, Best-effort cache synchronization with source cooperation,2002,SIGMOD Conference,Chris Olston  Jennifer Widom
conf/sigmod/DewanSHH94, Predictive Dynamic Load Balancing of Parallel and Distributed Rule and Query Processing,1994,SIGMOD Conference,Jae-Jun Hwang  Mauricio A. Hern�ndez  Salvatore J. Stolfo  Hasanat M. Dewan
conf/vldb/YuAA03, Tabular Placement of Relational Data on MEMS-based Storage Devices,2003,VLDB,Divyakant Agrawal  Amr El Abbadi  Hailing Yu
conf/vldb/Koch03, Efficient Processing of Expressive Node-Selecting Queries on XML Data in Secondary Storage: A Tree Automata-based Approach,2003,VLDB,Christoph Koch
journals/sigmod/Qian95b, Opportunities at ARPA  NSF  and Elsewhere,1995,SIGMOD Record,Xiaolei Qian
conf/sigmod/FukudaMMT96a, SONAR: System for Optimized Numeric AssociationRules,1996,SIGMOD Conference,Takeshi Tokuyama  Takeshi Fukuda  Yasuhiko Morimoto  Shinichi Morishita
journals/vldb/MedjahedBBNE03, Business-to-business interactions: issues and enabling technologies,2003,VLDB J.,Anne H. H. Ngu  Athman Bouguettaya  Brahim Medjahed  Ahmed K. Elmagarmid  Boualem Benatallah
conf/vldb/HristidisP02, DISCOVER: Keyword Search in Relational Databases,2002,VLDB,Vagelis Hristidis  Yannis Papakonstantinou
journals/vldb/AgrawalAJL95, Ordered Shared Locks for Real-Time Databases,1995,VLDB J.,Richard Jeffers  Divyakant Agrawal  Amr El Abbadi  Lijing Lin
conf/sigmod/2002, Proceedings of the 2002 ACM SIGMOD International Conference on Management of Data  Madison  Wisconsin  June 3-6  2002,2002,SIGMOD Conference,?
conf/sigmod/LarsonG03, Transparent Mid-Tier Database Caching in SQL Server,2003,SIGMOD Conference,Per-�ke Larson  Jingren Zhou  Jonathan Goldstein
conf/sigmod/StoltePAG03, Scientific Data Repositories: Designing for a Moving Target,2003,SIGMOD Conference,Etzard Stolte  Thomas R. Gross  Gustavo Alonso  Christoph von Praun
conf/sigmod/CeriFP98, The IDEA Web Lab,1998,SIGMOD Conference,Piero Fraternali  Stefano Paraboschi  Stefano Ceri
journals/sigmod/TomasicS97, Improving Access to Environmental Data Using Context Information,1997,SIGMOD Record,Anthony Tomasic  Eric Simon
conf/sigmod/Shyy95, VERSANT Replication: Supporting Fault-Tolerant Object Databases,1995,SIGMOD Conference,H. Stephen Au-Yeung  C. P. Chou  Yuh-Ming Shyy
conf/vldb/AksoyZF01, Data Staging for On-Demand Broadcast,2001,VLDB,Stanley B. Zdonik  Demet Aksoy  Michael J. Franklin
journals/sigmod/Seshadri98, Predator: A Resource for Database Research,1998,SIGMOD Record,Praveen Seshadri
conf/vldb/MogiK95, Hot Block Clustering for Disk Arrays with Dynamic Striping,1995,VLDB,Kazuhiko Mogi  Masaru Kitsuregawa
conf/vldb/WienerN95, OODB Bulk Loading Revisited: The Partitioned-List Approach,1995,VLDB,Jeffrey F. Naughton  Janet L. Wiener
journals/sigmod/NejdlSS03, Design issues and challenges for RDF- and schema-based peer-to-peer systems,2003,SIGMOD Record,Wolf Siberski  Wolfgang Nejdl  Michael Sintek
journals/vldb/FuCCM00, Dynamic vp-Tree Indexing for n-Nearest Neighbor Search Given Pair-Wise Distances,2000,VLDB J.,Ada Wai-Chee Fu  Yin-Ling Cheung  Yiu Sang Moon  Polly Mei-shuen Chan
conf/sigmod/ReveszCKLLW00, The MLPQ/GIS Constraint Database System,2000,SIGMOD Conference,Yuguo Liu  Yiming Li  Pradip Kanjamala  Rui Chen  Yonghui Wang  Peter Z. Revesz
conf/vldb/LakshmananNWZJ02, The Generalized MDL Approach for Summarization,2002,VLDB,Laks V. S. Lakshmanan  Xiaodong Zhou  Raymond T. Ng  Theodore Johnson  Christine Xing Wang
conf/vldb/CandanALPH02, View Invalidation for Dynamic Content Caching in Multitiered Architectures,2002,VLDB,K. Sel�uk Candan  Wang-Pin Hsiung  Oliver Po  Divyakant Agrawal  Wen-Syan Li
conf/vldb/ShahRS02, Maintaining Coherency of Dynamic Data in Cooperating Repositories,2002,VLDB,Shetal Shah  Krithi Ramamritham  Prashant J. Shenoy
journals/sigmod/Snodgrass02a, TODS Perceptions and Misconceptions,2002,SIGMOD Record,Richard T. Snodgrass
conf/sigmod/KrishnanVI96, Estimating Alphanumeric Selectivity in the Presence of Wildcards,1996,SIGMOD Conference,Balakrishna R. Iyer  Jeffrey Scott Vitter  P. Krishnan
journals/sigmod/Kumar03, Sensor: the atomic computing particle,2003,SIGMOD Record,Vijay Kumar
conf/vldb/ChaudhuriS96, Optimization of Queries with User-defined Predicates,1996,VLDB,Surajit Chaudhuri  Kyuseok Shim
conf/sigmod/IoannidisLANT97, ZOO: A Desktop Emperiment Management Environment,1997,SIGMOD Conference,Anastassia Ailamaki  Andrew Therber  Yannis E. Ioannidis  Anand Narayanan  Miron Livny
journals/sigmod/JacobS99, FinTime - A Financial Time Series Benchmark,1999,SIGMOD Record,Kaippallimalil J. Jacob  Dennis Shasha
conf/sigmod/GriffinL95, Incremental Maintenance of Views with Duplicates,1995,SIGMOD Conference,Leonid Libkin  Timothy Griffin
journals/sigmod/Wedekind94, Are the Terms Version and Variant Orthogonal to One Another? A Critical Assessment of the STEP Standardization,1994,SIGMOD Record,Hartmut Wedekind
journals/sigmod/BernsteinHP00, A Vision of Management of Complex Models,2000,SIGMOD Record,Rachel Pottinger  Alon Y. Halevy  Philip A. Bernstein
journals/vldb/ChuaCL03, Instance-based attribute identification in database integration,2003,VLDB J.,Roger H. L. Chiang  Ee-Peng Lim  Chua Eng Huang Cecil
conf/sigmod/McIverK94, Self-Adaptive  On-Line Reclustering of Complex Object Data,1994,SIGMOD Conference,William J. McIver Jr.  Roger King
journals/sigmod/CherniakV03, Reminiscences on Influential Papers,2003,SIGMOD Record,Mitch Cherniack  Kenneth A. Ross  Gottfried Vossen
journals/sigmod/X95a, Calls for Papers and Announcements,1995,SIGMOD Record,?
conf/vldb/FaloutsosG96, Analysis of n-Dimensional Quadtrees using the Hausdorff Fractal Dimension,1996,VLDB,Christos Faloutsos  Volker Gaede
conf/vldb/Dasgupta96, Large Databases for Remote Sensing and GIS,1996,VLDB,A. R. Dasgupta
conf/vldb/CotterB00, Biodiversity Informatics Infrastructure: An Information Commons for the Biodiversity Community,2000,VLDB,Barbara T. Bauldock  Gladys A. Cotter
journals/sigmod/WestmannKHM00, The Implementation and Performance of Compressed Databases,2000,SIGMOD Record,Till Westmann  Sven Helmer  Guido Moerkotte  Donald Kossmann
journals/sigmod/RossIJP00, Reminiscences on Influential Papers,2000,SIGMOD Record,Christos H. Papadimitriou  Anant Jhingran  Yannis E. Ioannidis  Kenneth A. Ross
conf/vldb/KriegelPS00, Managing Intervals Efficiently in Object-Relational Databases,2000,VLDB,Thomas Seidl  Marco P�tke  Hans-Peter Kriegel
conf/sigmod/DanielsDDEHJJLSSS94, Oracle's Symmetric Replication Technology and Implications for Application Design,1994,SIGMOD Conference,Benny Souder  Bob Jenkins  Lip Boon Doo  Peter Lim  Gordon Smith  Dean Daniels  Curtis Elsbernd  Gary Hallmark  Alan Downing  Jim Stamos  Sandeep Jain
journals/vldb/WhiteD95, QuickStore: A High Performance Mapped Object Store,1995,VLDB J.,Seth J. White  David J. DeWitt
conf/sigmod/LiefkeS00, XMILL: An Efficient Compressor for XML Data,2000,SIGMOD Conference,Hartmut Liefke  Dan Suciu
conf/vldb/SellisRF97, Multidimensional Access Methods: Trees Have Grown Everywhere,1997,VLDB,Nick Roussopoulos  Christos Faloutsos  Timos K. Sellis
conf/sigmod/BrunoC02, Exploiting statistics on query expressions for optimization,2002,SIGMOD Conference,Nicolas Bruno  Surajit Chaudhuri
conf/vldb/ChawatheCY94, On Index Selection Schemes for Nested Object Hierarchies,1994,VLDB,Sudarshan S. Chawathe  Ming-Syan Chen  Philip S. Yu
conf/vldb/VriesDBA99, The Mirror MMDBMS Architecture,1999,VLDB,Mark G. L. M. van Doorn  Arjen P. de Vries  Henk M. Blanken  Peter M. G. Apers
journals/sigmod/CasatiDS00, VLDB Workshop on Technologies in E-Services (TES),2000,SIGMOD Record,Ming-Chien Shan  Fabio Casati  Umeshwar Dayal
journals/vldb/MylopoulosCPST96, Building Knowledge Base Management Systems,1996,VLDB J.,Thodoros Topaloglou  Adel Shrufi  Vinay K. Chaudhri  Dimitris Plexousakis  John Mylopoulos
journals/sigmod/LeeF01, Mining System Audit Data: Opportunities and Challenges,2001,SIGMOD Record,Wei Fan  Wenke Lee
conf/vldb/MengLYWCR98, Determining Text Databases to Search in the Internet,1998,VLDB,Weiyi Meng  Naphtali Rishe  Clement T. Yu  King-Lup Liu  Xiaodong Wang  Yuhsi Chang
conf/vldb/ChanGR02, RE-Tree: An Efficient Index Structure for Regular Expressions,2002,VLDB,Rajeev Rastogi  Minos N. Garofalakis  Chee Yong Chan
conf/sigmod/BryanMCLG94, The MEDUSA Project: Autonomous Data Management in a Shared-Nothing Parallel Database Machine,1994,SIGMOD Conference,George M. Bryan  J. Geyer  Wayne E. Moore  B. J. Curry  K. W. Lodge
conf/sigmod/SalemBCL00, How To Roll a Join: Asynchronous Incremental View Maintenance,2000,SIGMOD Conference,Kevin S. Beyer  Roberta Cochrane  Kenneth Salem  Bruce G. Lindsay
journals/tods/BaralisCP96, Modularization Techniques for Active Rules Design,1996,ACM Trans. Database Syst.,Stefano Ceri  Elena Baralis  Stefano Paraboschi
conf/vldb/FerrandinaMZFM95, Schema and Database Evolution in the O2 Object Database System,1995,VLDB,Fabrizio Ferrandina  Guy Ferran  Thorsten Meyer  Roberto Zicari  Jo�lle Madec
conf/vldb/WiesnerK01, Hyperqueries: Dynamic Distributed Query Processing on the Internet,2001,VLDB,Alfons Kemper  Christian Wiesner
conf/vldb/McHughW99, Query Optimization for XML,1999,VLDB,Jason McHugh  Jennifer Widom
conf/sigmod/Deutsch95, Objects and SQL: Strange Relations? Panel,1995,SIGMOD Conference,Donald R. Deutsch
journals/vldb/BohmAnY97, Structured Document Storage and Refined Declarative and Navigational Access Mechanisms in HyperStorM,1997,VLDB J.,Karl Aberer  Xiaoya Yang  Klemens B�hm  Erich J. Neuhold
conf/sigmod/AltinelABFSZ99, DBIS-Toolkit: Adaptable Middleware for Large Scale Data Delivery,1999,SIGMOD Conference,Demet Aksoy  Mehmet Altinel  Stanley B. Zdonik  Thomas Baby  William Shapiro  Michael J. Franklin
conf/sigmod/WuAA01, Using the Golden Rule of Sampling for Query Estimation,2001,SIGMOD Conference,Amr El Abbadi  Yi-Leh Wu  Divyakant Agrawal
conf/vldb/CarinoOBS99, Active Storage Hierarchy  Database Systems and Applications - Socratic Exegesis,1999,VLDB,Joel H. Saltz  John Burgess  Felipe Cari�o  William O'Connell
conf/sigmod/LeeKC99, Multi-dimensional Selectivity Estimation Using Compressed Histogram Information,1999,SIGMOD Conference,Deok-Hwan Kim  Ju-Hong Lee  Chin-Wan Chung
conf/sigmod/BohlenBD99, The Jungle Database Search Engine,1999,SIGMOD Conference,Linas Bukauskas  Curtis E. Dyreson  Michael H. B�hlen
journals/sigmod/Hampapur99, Semantic Video Indexing: Approach and Issue,1999,SIGMOD Record,Arun Hampapur
conf/vldb/PanRAMOHAMV02, The Denodo Data Integration Platform,2002,VLDB,Anastasio Molano  Alberto Pan  Paula Montoto  Juan Raposo  Luc�a Ardao  Manuel �lvarez  Vicente Orjales  �ngel Vi�a  Justo Hidalgo
journals/sigmod/CarmelMS01, XML and Information Retrieval: a SIGIR 2000 Workshop,2001,SIGMOD Record,Yo�lle S. Maarek  David Carmel  Aya Soffer
journals/vldb/KrivokapicKG99, Deadlock Detection in Distributed Database Systems: A New Algorithm and a Comparative Performance Analysis,1999,VLDB J.,Alfons Kemper  Ehud Gudes  Natalija Krivokapic
conf/vldb/Mohan02, Application Servers and Associated Technologies,2002,VLDB,C. Mohan
conf/vldb/DingGS00, Computing Geographical Scopes of Web Resources,2000,VLDB,Luis Gravano  Junyan Ding  Narayanan Shivakumar
conf/sigmod/NaumanS98, Developing a High Traffic  Read-Only Web Site,1998,SIGMOD Conference,Ray Suorsa  John Nauman
conf/sigmod/LiYVGPUV98, Capability Based Mediation in TSIMMIS,1998,SIGMOD Conference,Hector Garcia-Molina  Murty Valiveti  Chen Li  Ramana Yerneni  Jeffrey D. Ullman  Vasilis Vassalos  Yannis Papakonstantinou
conf/sigmod/CherniackZ96, Rule Languages and Internal Algebras for Rule-Based Optimizers,1996,SIGMOD Conference,Mitch Cherniack  Stanley B. Zdonik
journals/sigmod/EisenbergM02, SQL/XML is Making Good Progress,2002,SIGMOD Record,Andrew Eisenberg  Jim Melton
conf/sigmod/BlakeleyD00, Tutorial: Data Access,2000,SIGMOD Conference,Anand Deshpande  Jos� A. Blakeley
conf/vldb/AbrolLMMMRTWZ01, Navigating large-scale semi-structured data in business portals,2001,VLDB,Michel Tourn  Man Abrol  John Wang  Grace Zhang  Jianchang Mao  Uma Mahadevan  Rajat Mukherjee  Prabhakar Raghavan  Neil Latarche
conf/vldb/RamamrithamABEGP00, Social  Educational  and Governmental Change Enabled through Information Technology,2000,VLDB,Michael Eitan  Valerie Gregg  Carlo Batini  D. B. Phatak  Yeha El Atfi  Krithi Ramamritham
conf/vldb/FerrandinaMZ94, Implementing Lazy Database Updates for an Object Database System,1994,VLDB,Fabrizio Ferrandina  Thorsten Meyer  Roberto Zicari
journals/vldb/AbadiCCCCLSTZ03, Aurora: a new model and architecture for data stream management,2003,VLDB J.,Christian Convey  Sangdon Lee  Ugur �etintemel  Daniel J. Abadi  Michael Stonebraker  Mitch Cherniack  Donald Carney  Stanley B. Zdonik  Nesime Tatbul
journals/sigmod/MeltonMJKS02, SQL/MED - A Status Report,2002,SIGMOD Record,Jan-Eike Michels  Peter M. Schwarz  Krishna G. Kulkarni  Vanja Josifovski  Jim Melton
journals/sigmod/Jagadish00, ACM-SIGMOD Digital Review,2000,SIGMOD Record,H. V. Jagadish
conf/sigmod/Carey94, Parallel Database Systems in the 1990's,1994,SIGMOD Conference,Michael J. Carey
conf/sigmod/RamanH02, Partial results for online query processing,2002,SIGMOD Conference,Joseph M. Hellerstein  Vijayshankar Raman
journals/tods/AndriesCPB01, Applying an update method to a set of receivers,2001,ACM Trans. Database Syst.,Jan Van den Bussche  Marc Andries  Jan Paredaens  Luca Cabibbo
conf/sigmod/BrodskyK95, The LyriC Language: Querying Constraint Objects,1995,SIGMOD Conference,Alexander Brodsky  Yoram Kornatzky
journals/tods/BertinoBFS98, An Access Control Model Supporting Periodicity Constraints and Temporal Reasoning,1998,ACM Trans. Database Syst.,Elena Ferrari  Pierangela Samarati  Claudio Bettini  Elisa Bertino
conf/sigmod/BohmBKK01, Epsilon Grid Order: An Algorithm for the Similarity Join on Massive High-Dimensional Data,2001,SIGMOD Conference,Florian Krebs  Christian B�hm  Bernhard Braunm�ller  Hans-Peter Kriegel
conf/sigmod/BergstraesserBPS99, Versions and Workspaces in Microsoft Repository,1999,SIGMOD Conference,Shankar Pal  Thomas Bergstraesser  Philip A. Bernstein  David Shutt
journals/sigmod/AdelbergKG96, Overview of the STanford Real-time Information Processor (STRIP),1996,SIGMOD Record,Brad Adelberg  Ben Kao  Hector Garcia-Molina
conf/sigmod/BratsbergT00, Tutorial: Designing an Ultra Highly Available DBMS,2000,SIGMOD Conference,�ystein Torbj�rnsen  Svein Erik Bratsberg
conf/sigmod/RoussopoulosKS99, The Active MultiSync Controller of the Cubetree Storage Organization,1999,SIGMOD Conference,Yannis Sismanis  Yannis Kotidis  Nick Roussopoulos
conf/sigmod/YanMHF01, Data-Driven Understanding and Refinement of Schema Mappings,2001,SIGMOD Conference,Laura M. Haas  Ling-Ling Yan  Ronald Fagin  Ren�e J. Miller
conf/sigmod/PangCL94, Managing Memory for Real-Time Queries,1994,SIGMOD Conference,Miron Livny  Michael J. Carey  HweeHwa Pang
journals/vldb/CasatiSG01, E-Services - Guest editorial,2001,VLDB J.,Dimitrios Georgakopoulos  Ming-Chien Shan  Fabio Casati
conf/sigmod/AggarwalPWYP99, Fast Algorithms for Projected Clustering,1999,SIGMOD Conference,Joel L. Wolf  Cecilia Magdalena Procopiuc  Jong Soo Park  Charu C. Aggarwal  Philip S. Yu
conf/sigmod/KanthRA02, Quadtree and R-tree indexes in oracle spatial: a comparison using GIS data,2002,SIGMOD Conference,Kothuri Venkata Ravi Kanth  Siva Ravada  Daniel Abugov
journals/sigmod/CeriFP99, Design Principles for Data-Intensive Web Sites,1999,SIGMOD Record,Piero Fraternali  Stefano Paraboschi  Stefano Ceri
